id,price,bedrooms,bathrooms,sqft_living,floors,yr_built
1402000070,390000,4,2.25,1770,1,1965
1562200240,550000,3,2.25,2160,1,1965
3904921070,590000,4,2.5,2340,2,1987
4045500510,420850,1,1,960,1,1945
8849300160,345000,4,2.5,2280,1,1983
4123810140,429800,3,2,1970,1,1986
2473251170,302000,4,1.75,1530,1.5,1968
6430500186,800000,4,1.5,1790,1.5,1932
4136950140,250000,3,2.5,1700,2,1997
1370802650,605000,3,2,2660,1,1922
1721069036,412000,3,1.75,1950,1,1985
8637100370,252000,3,2,1340,2,1994
8952900260,375000,3,1,1130,1.5,1954
1972202080,725000,2,1.75,1950,1,1919
9476200350,471750,5,3.5,3790,1,2001
1523069204,490000,4,2.25,2020,2,1995
2856100125,439000,2,1,800,1,1945
2968800626,355000,4,2,1770,1,1949
2129700320,250000,1,0.75,940,1,1944
8965500320,780000,4,2.25,2260,1,1984
952005224,409000,2,1,890,1,1918
4443801160,420000,2,1,860,1,1916
5101404170,200000,1,0.75,680,1,1947
1241500350,830000,2,1.5,2130,1,1963
4379400560,695000,3,2.5,2390,2,2006
629810350,815000,4,2.75,3488,2,1998
5466400550,210000,3,1.75,1260,1,1983
3619600132,635000,3,1.75,2940,1,1957
4113800550,562500,4,2.5,2440,2,1991
7298020240,402500,4,2.5,2600,2,1988
434000030,555000,3,2,2080,1,1951
1138000830,310000,3,1,1990,1,1972
8568000070,500000,4,2.5,2840,2,1994
8822901200,430000,6,3,2630,1,1959
1118002090,1.60E+06,3,4.25,2820,2,1930
3856901525,627500,4,1,1560,1.5,1923
1180500070,335000,4,2.5,2330,2,1998
7856560320,962000,4,2.25,3320,1,1981
5103900045,299000,3,1.75,1730,1,1959
8562890370,399950,4,2.5,3110,2,2001
8807600340,322000,3,1,1230,1,1968
993002325,430000,2,1.5,950,1,1949
1022059082,307000,3,1.75,1890,1,1966
179000350,194000,3,1.5,1010,1,1943
3915500045,180000,3,1,1010,1,1920
3578400030,465000,4,2.25,2340,1,1983
9346700320,722500,4,2.5,2460,2,1978
3856901715,470450,2,1,1010,1,1921
8700120520,280000,3,2.5,1650,2,1990
7335400400,176250,4,2,1440,1,1966
4319200505,560000,5,1,1710,1.5,1926
1426049083,830000,3,2.5,2760,2,1991
7795400046,276900,2,1,1350,1,1952
1337800045,625000,3,1.75,1660,2,1906
2207500695,1.02E+06,4,2.5,2960,2,1900
1112000125,463500,1,1,1090,1,1924
2472930270,485000,3,2.5,3110,2,1990
5651500140,272000,3,2,1380,1,1989
7203102080,305000,2,1,1290,2,2008
3626500045,760000,3,2.5,1980,1,1959
3226049117,387500,2,1,870,1,1938
6699940140,352000,4,2.5,2470,2,2004
7702600160,507000,3,1.75,2140,1,1950
5379804730,156000,3,1,770,1,1941
3383900058,580000,3,3.25,1490,3,2001
629600030,630000,4,2.5,2510,1,1977
1823049171,275000,5,1.5,1950,1,1964
3760500516,835000,5,4,3600,1,1960
2641400160,340000,4,2.5,2380,2,1995
534000075,329350,2,1,720,1,1942
3892500070,1.48E+06,3,3.5,4070,2,1991
224069084,475000,3,1,1250,1,1975
2767600400,719950,3,2.25,2190,3,2014
5347200160,235000,1,1,810,1,1941
9553200125,875000,3,1.5,2440,1,1939
5379804888,380000,4,1.75,1740,1,1974
421079105,325000,3,2.25,1480,1.5,1984
4215250030,475000,4,2.5,2120,2,1989
2420069017,152900,1,1,900,1,1915
2414600400,210000,2,2,1190,1,1939
2461900510,350000,4,1,1010,1,1925
7695500200,505000,3,2.5,2100,2,1985
251200200,464900,4,2.25,2020,1,1979
513000550,650000,3,2,2520,1,1957
8730000260,369950,2,2.75,1370,2,2009
3395040550,250000,3,2.5,1530,2,2001
3395040550,320000,3,2.5,1530,2,2001
9471200200,2.53E+06,4,4.25,5040,1,1950
5469700260,340000,4,2.25,2530,2,1974
2767600171,440000,2,1.5,1010,1.5,1906
898000200,219950,3,1,1200,1,1959
5315100806,940000,4,3,2720,1,1957
9269200786,399950,4,1.5,1850,1.5,1945
1118001370,1.57E+06,3,2.75,2340,1,1954
3558910640,528000,4,1.75,1860,1,1969
3761100341,545000,4,1.75,1940,1,1956
8682261070,575000,2,2,1680,1,2004
8732040810,235000,4,2.75,1770,1,1979
2991000400,272000,3,2.5,1790,2,1998
2155500030,380000,4,1.75,1720,1,1969
5727500102,195000,3,1,1280,1.5,1949
5104510370,297000,3,2.5,1690,2,2002
1895450200,349000,4,2.5,2190,2,2003
8122101146,320000,2,1,710,1,1942
7789900030,319990,4,1.5,1890,1,1962
6893300350,439900,2,2,1410,1.5,1909
4073800140,429000,3,3.25,2210,2,1995
538000030,272500,3,2,1540,1,1998
6632300478,400000,4,2,1350,1,1959
4083800340,462000,5,2,1380,1.5,1916
9214400135,510000,2,1,890,1,1947
8944600200,550000,3,2.5,1900,2,1988
8651430370,150000,3,1,1240,1,1969
2296700260,460000,3,2.5,1730,1,1969
3066400140,632500,4,2.5,2090,2,1986
1771100240,361000,3,1.75,1650,1,1969
461003251,437000,3,2.25,1130,2,2004
8699100240,370000,6,2.75,3240,1,1950
8691350200,884250,4,2.5,3840,2,1998
2525300550,225000,3,1,1200,1,1969
7452500045,235000,2,1,870,1,1949
2489200070,767500,6,3.5,2410,2,1916
3623500260,1.20E+06,3,1.75,1560,1.5,1928
425069104,715000,3,2.5,2410,2,1989
2239800070,417000,4,2.25,2300,1,1959
2618300350,199000,3,1,1390,1,1964
1336800160,875000,5,2.5,2920,2,1906
7519000570,545000,4,1.5,1370,1.5,1926
257000105,192500,2,1,950,1,1926
4401200350,822500,3,2.5,3090,2,1999
6402300070,800000,4,2.5,2390,1,1975
5317100570,1.25E+06,3,2.5,2070,2,1930
8106100105,3.85E+06,4,4.25,5770,2,1980
9407150240,295000,3,2.5,1460,2,1995
8682291940,419000,2,1.75,1510,1,2006
4139420070,1.20E+06,5,3.25,5180,1,1993
629400340,750000,4,2.75,3430,2,1995
3380900160,502000,4,1.5,1700,1,1953
2175100270,1.03E+06,3,1.75,2640,1,1960
3448000270,398500,3,1,1200,1.5,1945
8701600510,700000,2,1.5,1850,1.5,1907
6083000083,248000,5,1.5,1510,1,1959
9178600135,800000,4,2,2130,1,1922
1721059286,383000,4,2.5,2640,2,2004
8161600135,688000,4,3,3000,1.5,1913
2568300132,521000,3,2,1870,1,1926
6414100111,365000,2,1,990,1,1949
9818700320,491000,3,2,2005,1,1980
686200510,643000,3,2.75,2030,1,1965
3279000370,279000,3,2.5,1500,1,1979
2767601031,583500,4,1,1530,1.5,1908
4142450510,310000,3,2.5,1990,2,2004
3291800510,310000,3,1.75,1420,1,1984
7893203450,280000,3,1,1400,1,1956
908000260,272000,4,2.5,1870,2,2004
3225069239,870000,4,3,3040,1.5,1923
8645540320,307000,3,2,1790,1,1980
9280200030,490000,2,1.5,1590,1,1946
6159400030,399950,3,2,2050,1,1960
7787400030,1.64E+06,5,3.5,4220,1,1958
1888120140,989000,5,4.5,4030,2,2000
2916620240,264950,4,1.75,1770,1,1983
251200240,491500,4,2.75,2100,1,1979
7695500240,345000,3,2.25,2120,2,1984
7749500070,339900,4,1.75,2600,1,1969
6762700340,852000,3,3,2400,2,1905
824069121,585000,5,3.5,3180,1,1968
2600100370,723000,4,2,2790,1,1977
2326059082,594000,3,2.25,2080,2,1990
2591010240,405000,2,1.5,1370,2,1987
1085610030,725500,4,2.5,2790,2,1997
9551202025,800000,2,1,1740,1,1955
4379600030,1.33E+06,3,3.75,6400,1,1966
4345000510,180500,3,2.5,1800,2,1996
4345000510,325000,3,2.5,1800,2,1996
3327000140,235000,3,1.75,1190,1,1968
7100000135,330000,2,1,860,1,1948
2483200060,678500,3,2,2460,1,1952
2592400550,463000,4,2.5,1980,2,1974
2113701200,250000,2,1,670,1,1943
5249804510,655000,3,2,1410,1.5,1927
9264901040,239900,4,2.25,1860,1,1979
7967600069,185000,3,1,980,1,1955
4219400520,1.74E+06,4,2.25,3040,2,1926
3810000202,251700,3,2.25,1810,1,1977
1226039129,400000,4,2,1560,1,1964
8146100370,735000,4,1.75,2100,1,1955
1224059053,1.70E+06,5,2,2500,2,1942
1623049041,82500,2,1,520,1,1951
98020140,765000,4,4,3010,2,2004
9510900070,292500,4,1.75,2140,1,1968
2473381090,270000,3,2.25,2390,1,1970
6378500105,415000,2,1,1510,1,1939
3861400030,950000,4,1.75,2210,1,1952
705700640,353000,3,2.75,2170,2,1995
2767603210,670950,3,2.5,1790,3,2007
3294700030,280950,3,1.75,1390,1,1912
7524950830,585000,3,1.75,1850,1,1983
2124069078,525000,2,1.5,1480,1,1974
5728000060,605000,3,1.75,1850,1,1973
2880100160,1.01E+06,4,3.5,3350,2,2007
4435000520,245990,3,1,1040,1,1942
8856900310,535000,4,2.25,2810,2,1985
4315700390,410000,1,1.5,1010,1,1911
2095800520,550000,3,2.5,2250,2,1988
4193500140,665000,3,1.75,1800,1,1972
3582200200,455000,3,1,2400,1,1940
9521100106,440000,4,1,1780,1.5,1922
7351000160,332000,3,2.25,2120,1,1979
5422420140,280000,3,2.5,1860,2,1989
7234601162,570000,3,3.5,1460,2,2006
6623400217,250000,3,1,1230,1,1957
3354400060,238000,2,1,1088,1,1952
408100105,265000,3,1,800,1,1949
7297700055,306000,3,1,1190,1,1959
8029740060,345000,5,2.75,1940,1,2002
1355200060,765000,4,2.5,3300,1,1971
4136890560,346300,4,2.5,2590,2,1998
1320069271,342500,3,2,2080,1,2002
9269260240,501000,4,2.25,2680,2,2000
1796381070,270000,3,2.5,1670,1,1990
6840701125,638000,3,1,1830,1.5,1930
7443000640,460000,3,1.75,1400,1,1908
6344000060,760000,4,1.75,2770,1,1953
3317500030,1.09E+06,3,2.5,3630,1,1972
2130702270,234000,3,1,1040,1,1983
3343301920,1.65E+06,3,2.75,2690,2,1975
2688100075,488000,5,2,2020,1.5,1938
6448600060,1.55E+06,5,2.5,2450,2,1963
6619510060,499000,4,3,2030,2,1982
4058802105,150000,3,1,1450,1,1952
7212660640,333000,4,2.5,2400,2,1993
8026700105,700000,4,2.75,2870,1,1959
8018600640,275000,4,1,1340,1.5,1926
623049315,330000,3,2.5,1680,1,1959
6632900340,360000,4,2,1850,1,1969
6798100070,467000,3,1,1220,1.5,1965
8644400060,568000,3,2.5,2320,1,1979
4388600030,605000,5,2.25,3220,2,1972
629420260,750000,4,2.75,3190,2,2005
1117200550,760000,3,2.75,3530,2,1994
7461420060,265000,3,1.75,2050,1,1979
5566100060,490000,3,1.75,1720,1,1956
7714000340,360000,4,2.5,2850,2,2004
5149300400,311750,4,2.25,2270,1,1976
3815500045,399000,3,2.25,1880,1,1958
1843100520,347000,4,2.5,2770,2,1989
1329000030,1.68E+06,4,3.75,4490,2,1998
7853240560,585000,4,2.5,3110,2,2005
8078100260,340000,4,2.5,2360,2,1992
3905120830,612000,3,2.5,2180,2,1994
1442800400,230000,2,1.75,1910,2,1980
3905000200,604000,4,2.5,2260,2,1989
4399200075,250000,3,1.75,1770,1,1959
1545802830,258500,3,2,1460,1,1989
1370804100,783000,4,2.75,2080,1,1940
269000240,1.05E+06,5,2.25,2960,1,1958
2619920030,760000,4,2.5,3220,2,2002
3438500339,276000,3,1,1140,1,1960
8563001070,550000,4,2,1660,1,1966
4427100105,398000,4,1,1430,1.5,1953
2767800140,775000,3,3,1820,1.5,1914
2600140070,1.03E+06,4,3,3540,2,1988
7231501610,327000,4,1,1620,1.5,1905
2787250240,564500,4,2.75,3100,2,1995
5309100295,782000,4,1.75,1500,1.5,1905
2781260370,398000,4,2.5,2820,2,2005
1926059155,257000,3,1.75,1850,1.5,1915
7137900960,235000,4,2,1570,2,1984
2817100570,453000,4,2.75,2300,1,1979
3886902445,535000,2,1,920,1,1954
2215902010,275000,3,2.5,1600,2,1993
1778350270,665000,3,2.5,2630,2,1996
1449000270,670000,4,2.75,3020,1,1977
3755100520,465000,3,1.75,1490,1,1966
8651441620,210000,3,1.5,1160,1,1970
1321970240,265000,4,2.5,2040,2,2001
6816300060,426000,2,2.5,1550,2,1987
8563000520,529219,4,2.25,1990,1,1966
3663000070,600000,3,2.25,1900,1.5,1969
255400070,875000,5,3.5,3840,2,2001
269000070,608000,4,3,2400,1,1956
1163400070,220000,3,1,1660,1,1973
4139420370,1.76E+06,4,5,6055,1,1996
2599200160,295450,3,2,2030,1,1966
1704900135,315000,2,1,840,1,1925
6648701420,205000,4,2,1450,1,1967
6123000070,310000,3,1.5,1460,1,1952
7015200136,1.00E+06,5,1,2010,1.5,1927
5104531820,525000,4,2.5,2910,2,2006
6620400631,284000,4,1.75,1880,1,1960
3582500240,510000,3,1.75,2170,1,1986
1529300160,405000,2,1,1260,1,1947
4027700844,509950,3,2.5,1970,2,2007
425069139,600000,4,2.25,2090,2,1987
3047700105,990000,4,3.75,3450,2,2006
2976800550,280005,3,1.5,1130,1,1954
6151800070,700000,3,1.75,2600,1,1968
4364700105,330000,3,1,1030,1,1953
7893804845,340000,2,1,1700,1,1956
7694800070,468000,2,2.5,1480,2,2007
1922000070,1.34E+06,4,2.5,4250,2,1972
4035900060,515000,3,1.75,1600,1,1955
8880600070,245000,4,2,1870,1,1977
739800070,265000,3,2.5,1440,1,1983
1561910270,372400,3,2.5,2720,2,1990
7305300370,390000,3,1.5,1240,1,1948
7345000340,208000,3,1,1020,1,1967
3971701455,273000,2,0.5,1180,1,1945
8035350260,455000,5,3.5,3080,2,2003
104550520,270000,4,2.5,1750,2,1988
4037400295,618000,4,2.25,2530,1,1958
5413200140,213550,3,2.5,1580,2,1990
522049104,210000,5,1.75,2340,2,1957
3859900060,2.75E+06,5,4,6300,2,2004
6145601715,403500,4,2.75,2400,1,1974
1645000310,235000,3,1.5,1300,1,1963
7471900045,287500,3,2,1760,1,1936
7697100030,546800,4,1.5,1520,1,1946
3313600340,183000,3,1.75,1070,1,1957
1921069082,560000,3,2,2560,1,1986
4263200030,299500,3,1,1280,1,1958
6918700370,610000,4,2.25,1660,1,1965
8125200483,288350,3,1.5,1860,1,1963
1930301555,500000,2,1,950,1,1926
7974200776,625000,4,2.75,2140,1,1951
2719100013,418000,2,1.5,1480,2,2007
7234601544,660000,3,3,2260,2,2002
5652601455,775000,4,2.5,2300,2,1999
2558600060,429500,3,2.75,1650,1,1972
5017000575,569000,3,2,1990,1.5,1908
2796100160,250000,4,2,1960,1,1978
5470100270,225000,3,1.5,1310,1,1969
6112300140,530000,4,2.75,2450,1,1974
4024101715,306000,3,1,910,1,1955
3205100060,517100,3,1.75,1580,1,1962
4450700030,354950,3,1.75,1780,1,1976
7920100083,348000,3,1.5,1040,1,1925
1774350160,522250,4,2.5,2340,1,1977
2115510340,275000,3,2.5,1720,1,1983
8901000445,390000,3,1.5,1600,1,1954
6121800060,260000,3,1.5,1320,1,1954
8712100320,585000,5,2.75,2350,1.5,1922
2979800520,605000,5,2.75,2740,1.5,1925
2331540070,342000,4,2.5,2300,2,2001
6345000160,900000,5,3,4350,2,1972
5126950340,252000,3,1.75,1430,1,1981
5152100160,357000,3,1.75,2400,1,1971
3298201290,370000,3,1,940,1,1959
428000055,322500,3,1,1020,1,1959
8698600055,210000,2,2,1680,2,1910
3034200885,290000,2,1,1340,1,1949
2538400060,860000,4,3.25,3960,2,2005
3145600045,302000,6,2,2650,1.5,1911
7183000070,369160,4,2.25,2120,2,1965
6788200800,1.19E+06,4,2.75,2850,2.5,2003
824059083,993000,4,2,2850,2,1954
2724069117,380000,6,2,1870,1,1968
9157600060,635000,4,2,2660,1,1949
943100262,260000,3,1,1190,1,1947
3810000465,243000,2,1,1770,1.5,1943
2451000070,1.40E+06,4,2.5,2770,2,2001
7640400070,665000,4,2.5,2080,1,1952
7732410370,898000,5,2.25,2700,2,1987
3253500030,583000,4,2.75,2200,1,1955
2128000160,429000,4,1.75,2160,2,1977
3764650070,471000,3,2.5,2010,2,1998
1118000465,1.81E+06,3,3.5,3780,2,1951
2622059062,739500,3,3.25,4460,2,2005
2211700160,450000,3,1.5,1770,1,1959
9376301180,552500,3,1,1430,1,1949
2203500570,437000,4,1.75,1700,1,1954
3634100030,270000,4,2,1830,1.5,1951
2599200830,226740,3,1.5,1410,1,1965
4140090370,446500,4,2.5,3060,1,1974
2320069083,283000,3,2,1820,2,1920
6893300295,445000,4,1.75,2430,1.5,1909
7454000030,250000,2,1,740,1,1942
7454001090,307000,3,1,770,1,1942
2944500340,315000,4,2.75,2200,1,1991
2346800270,555000,3,3,2920,1.5,1908
2796100640,264900,4,2.5,2040,1,1979
993000046,510000,3,2,1600,1,1978
2333230270,328000,4,2.5,1990,2,2002
5104510340,358000,4,2.5,1830,2,2002
2517000700,325000,3,2.5,2540,2,2005
1724069062,1.37E+06,2,3.25,2700,3,1990
5556800260,230000,4,2,1440,1,1967
2771603610,545000,3,2,1550,1,1955
3629910240,705380,3,2.5,2490,2,2003
5634500036,459000,5,2.5,2650,1,1979
2887703066,815000,4,2.25,2000,2,2001
3185600055,495000,6,5,3440,2,2007
1421069159,520000,3,2.5,2280,2.5,1987
476000335,430000,2,1.5,1320,3,2001
251300260,255000,4,2.5,2070,2,1989
2887700140,588000,3,2,1860,2,1908
3298201170,350000,3,1,940,1,1959
2024059084,625000,4,2.75,2290,1,1963
7229700105,172500,2,2,1510,1,1958
2313900560,554000,3,2,1830,1.5,1909
6192400400,775000,4,2.5,3090,2,2001
1425069116,1.19E+06,4,3.5,4340,2,2003
3582900200,618000,3,2.75,3200,2,1977
243000335,305000,4,1,1560,1.5,1954
7760400350,232000,3,2,1280,1,1994
128500260,262000,4,2.5,2020,2,2002
1697000370,234000,3,1,1040,1,1971
8902000267,500000,4,2.75,2260,1,2002
1218000030,278000,3,1,860,1,1920
6099400140,230000,5,1,1920,1,1961
5710600030,500000,4,1.75,2290,1,1969
7304300570,366500,4,2.75,2070,1,1945
1702901180,665000,6,3,4250,2.5,1902
3508100135,1.10E+06,3,1.5,2220,2,1928
4443800030,575000,2,1.75,1840,1,1957
2553300140,674750,4,2.5,2590,2,1993
4154300465,719000,5,2,3110,1,1940
3623029045,482000,3,1.75,2600,1,1980
9371700125,254000,2,1,1060,1,1952
4443800810,443725,3,1.75,1250,1,1944
1330900570,575000,4,2.5,2520,2,1980
4017110200,469000,3,2.25,2070,1,1977
303000445,175000,2,1,1300,1,1958
7857003505,437000,5,2,2190,1,1961
4027701291,550000,4,3,2760,1,1974
3831200200,172040,3,2.25,1710,1,1979
4123830070,363000,3,2,1750,1,1993
8946750140,282000,3,2.25,1552,2,2012
7129300400,400000,6,2,2350,2,1905
2126059234,650000,5,3.5,5110,2,2003
621069074,365000,3,2.5,1720,2,1990
7879600070,269950,4,2.5,1960,2,2002
6151800486,260000,2,1,1270,1,1977
8581200160,193000,3,1.5,1180,1,1977
2395710070,340000,4,2.25,2230,2,2005
6669100070,900000,4,3.25,4700,2,1978
8856920070,371000,3,2.5,2150,2,1991
323089084,592000,3,2.5,2400,2,1985
798000342,300000,3,2.5,1830,2,1991
5104511840,449950,4,3,2800,2,2003
5205000400,299500,3,2.5,2090,2,1989
8565900160,995000,4,2.25,2340,1,1963
4302700445,335000,4,1.75,1670,1,1960
2413300240,280000,4,2.25,1990,1,1978
9477201620,446000,4,2.25,2270,1,1977
3395000070,1.54E+06,4,2.75,4910,1,1964
3336000791,325000,3,1,950,1,1943
1087700030,450000,3,1.75,1610,1,1955
8856970570,322500,4,2.5,1940,2,2000
2206700295,453000,3,1,1210,1,1955
293910030,655000,4,2.5,2570,2,2001
9547205660,603000,3,2.25,1700,2,1926
8856004400,235000,4,1,1610,1.5,1947
3888100128,968933,4,3.5,4120,2,2006
8562900240,1.02E+06,3,3.5,2880,1,1980
1088000030,435000,4,2.25,1990,2,1973
1545800640,242000,3,2,1260,1,1986
3020079078,487000,6,3.25,4750,2,1947
11520640,810000,4,2.75,3010,2,1996
3407700046,625000,3,2.5,2410,1,1976
7696600240,165000,3,1.5,1280,1,1973
3904100106,335000,3,1,2320,1,1960
7849201600,286700,3,1,1220,1,1958
8924100111,699000,2,1.5,1400,1,1954
2221000070,280000,3,1.75,1590,1,1974
8078350030,580000,4,2.5,2220,2,1988
8682281710,754800,2,2.5,2770,2,2006
1383500070,525000,4,2.5,2303,2,1995
6744700181,562000,3,1.75,1600,1,1962
6728700075,575000,4,1.75,1280,1,1926
3630180240,808900,5,2.5,2900,2,2006
2162000160,992000,3,2.25,2950,1,1966
705700140,335000,3,2.5,1700,2,1997
9423400193,473000,3,2.75,1050,1,1985
5137200140,350000,4,2.75,2990,1,1977
5026900160,1.60E+06,5,2.5,3100,2.5,1906
4024101052,305500,3,1,1240,1,1950
1726069051,306000,2,1,780,1,1946
6300000693,233000,2,2.25,850,2,2001
6413100270,490000,3,1.75,1540,1,1971
7215420160,445000,4,2.5,2280,2,1994
7878400135,355000,3,2.25,2550,1,1959
2597710070,360000,2,2,1770,1,1987
9244900248,737500,3,1.75,2320,2,1935
824059277,985000,3,3.5,2600,2,1969
3278601940,349950,2,3.25,1570,2,2006
7853250160,520000,4,2.5,3060,2,2005
1163100070,355950,4,2.5,1960,1,1955
8106300510,485000,5,2.5,3270,2,2004
4239400960,143000,3,1,1090,1,1969
7524900003,3.28E+06,2,1.75,6840,2.5,2001
3893100327,355000,3,1,940,1,1967
7856640560,1.13E+06,5,3.5,3880,2,1979
7206900075,200000,5,1.75,1770,1,1959
8691310070,913000,4,2.5,3640,2,1999
4389200796,1.60E+06,3,2.5,3160,1,1966
7436300160,409900,2,2.5,1590,2,1997
7896300070,265000,4,1,1290,1,1950
2425059074,740000,5,3,3655,1,1955
2111010340,306000,4,2.5,2490,2,2001
7852150140,381000,3,2.5,1470,2,2003
1370800830,1.22E+06,3,3.25,3960,2,1933
7632400400,1.05E+06,3,3.5,3190,1,1941
5220300140,408000,2,1,810,1,1948
2568200140,739900,5,2.5,2980,2,2006
1137300340,674250,4,2.5,2780,1,1985
7640400106,438400,2,1,1340,1,1953
2175100055,1.70E+06,5,5,4930,2,2000
9274200990,703000,3,2,1360,1.5,1945
5028600550,262000,3,1.75,1320,1,1989
1471630160,353000,3,2,1210,1,1984
9430110030,500000,4,2.5,1940,2,1995
9275700016,1.28E+06,4,2.5,3160,1.5,1917
6654700240,332000,4,2.5,1980,2,2004
8563080270,824000,4,2.5,2320,1,1974
7548300326,290000,4,2,1660,1,1968
5457300696,700000,3,2.5,1660,2,2002
1175001125,550000,2,1,1080,1,1922
3034200197,549000,2,1,1510,1.5,1921
7787400105,1.87E+06,4,2.5,2950,1,1951
9346700270,858000,4,2.25,3070,2,1978
6414600260,345000,2,1,970,1,1947
2620069195,340000,4,1.75,2140,2.5,1930
1300301840,1.22E+06,4,2.25,2570,2.5,1962
4358700186,275000,3,2.25,1260,3,2009
259600560,405000,3,1,1220,1,1963
2634500070,432500,3,2,1720,2,1949
7186800105,236500,4,1,2140,1.5,1925
4459800070,679000,4,1.5,1420,1.5,1928
3034200370,543000,4,2.5,2060,2,1995
7887200390,294000,3,1,1320,1,1953
2473390710,340500,3,1.75,1810,1,1969
2600140370,1.01E+06,4,2.5,2980,2,1989
7525100520,335000,2,2,1350,1,1976
6204200560,425000,3,2,1540,1,1988
5416100160,353000,3,2.5,2510,2,2001
3905040070,540000,3,2.5,1670,2,1991
8562900520,640000,5,3.5,3690,2,2006
4027701182,339950,3,1,1320,1,1959
9407110710,195000,3,1.75,1510,1,1979
9407110710,322000,3,1.75,1510,1,1979
5160300030,660000,4,1.75,1870,1,1978
1000102,280000,6,3,2400,2,1991
1000102,300000,6,3,2400,2,1991
8945300200,207500,3,1,1170,1,1966
7796600070,195000,3,1.5,1190,1,1956
4443800765,700000,3,2,2080,1,1954
3298720030,560000,4,1.75,2150,1,1982
1781500435,260000,3,1.75,1580,1,1911
1781500435,575000,3,1.75,1580,1,1911
6979970140,475000,3,2.5,2370,2,2006
1005000036,285000,3,1.75,1840,1,1905
3629921160,753888,4,2.5,2660,2,2003
3629910370,650000,3,2.5,2190,2,2003
5200100105,620000,3,2.25,1660,1.5,1929
1024069159,526000,3,1.75,1780,1,1977
418000310,155000,2,1,700,1,1952
765000060,342000,4,2,1570,1,1959
2126079046,390000,3,1.75,1220,1,1981
2024079035,685000,3,2.75,3150,2,1990
7202270830,608000,4,2.5,2690,2,2001
133000070,179900,2,1,680,1,1943
2818600060,1.25E+06,6,3.25,3750,2,1936
6082400083,166000,3,1,1010,1,1957
9412900045,462000,3,1.5,1710,1.5,1928
3905030140,545000,4,2.5,2090,2,1990
7228501580,415000,3,1,1560,1.5,1903
6679000390,269000,3,2.5,1560,2,2003
1822500160,356500,4,2.5,2570,2,2008
6889000060,225000,3,1,1010,1,1961
835000055,175000,2,1,1020,1,1948
7811210320,549000,5,2.5,1710,2,1974
3123049320,535000,3,2.75,2300,2,1989
4123400320,627000,4,2.25,1990,1,1973
4477000270,565000,3,2,2730,2.5,1976
3126049094,392450,4,2,2195,1,1912
8682282180,509000,2,2,1560,1,2006
1232000810,340000,3,2.5,1400,1,1921
1232000810,537000,3,2.5,1400,1,1921
8691330310,865000,4,3,3690,2,1998
3996900295,358000,2,1,1140,1,1948
117000003,595000,4,2.25,1920,1.5,1923
1471590060,661000,4,2.5,2496,2,1998
2558650200,419950,3,2.25,2280,1,1977
5104531580,490000,4,3.5,3200,2,2006
6021503570,525000,2,1,880,1,1940
1862400517,350000,3,2,1320,3,1995
2738650030,552500,3,2.5,2450,2,2008
5560000710,210000,3,1,1040,1,1961
7215410320,390000,3,2.5,2480,2,1990
3971700510,336800,5,1.75,1830,1.5,1958
7202330270,465000,3,2.5,1440,2,2003
9542830160,299900,4,2.5,1580,2,2011
3630120960,715000,3,3.25,3230,2,2006
3622059155,235000,4,2.5,1810,1,1970
1687000240,276000,3,2.5,2495,2,2007
4322300340,265000,4,1.5,1740,1,1964
3797000830,425000,3,1.75,1680,1,1900
4137060270,313000,4,2.5,2460,2,1993
7277100640,715000,3,2.5,3050,1,1984
1312920060,265000,3,2.25,1630,2,1991
1472330030,646000,3,2.75,2460,2,2004
2973800030,175000,3,1,1030,1,1954
5152920070,649000,3,2.5,3410,1,1973
2021200058,785000,3,2.75,2310,1,1940
9828202255,890000,4,2.75,2610,1,1920
2126059276,612000,3,3,2330,1,1998
7796450340,330000,4,2.5,2980,2,2003
1449000260,493000,3,2.25,1790,1,1978
8722100570,1.60E+06,4,2.25,2940,1,1957
7856400240,1.62E+06,4,3,3900,1,1972
7856400240,1.65E+06,4,3,3900,1,1972
3037200060,499000,3,2.5,1750,2.5,1900
6071700160,603500,6,2.75,2660,1,1962
7645900055,530000,2,1.5,1580,1,1941
292000070,895000,5,2.5,2350,1,1962
9510900710,267345,4,2.25,2510,1,1972
1471620240,275000,3,2.5,1480,2,1987
1626079012,439950,3,1.75,1720,1,1950
3904901670,455000,3,2.25,1470,2,1985
8927600070,630000,3,1.75,1540,1,1944
3629970240,690000,3,2.5,2820,2,2004
1099610260,212000,4,1.75,1250,1,1971
5420300270,231500,4,2.25,2080,1,1985
2954400520,1.24E+06,4,3.25,5180,2,1991
1121059105,378500,3,2.5,2860,2,1990
2591720070,482000,4,2.5,2710,2,1989
9178600055,695000,2,1,1140,1,1924
9290850800,965000,4,2.5,4070,2,1989
5040800060,675000,3,1.75,1710,1,1941
1437900350,387000,3,1.5,1340,1,1972
1328300810,347500,4,2.75,2290,2,1977
3990200125,385000,3,2,1860,1,1922
7452500340,265000,3,1,1080,1,1950
9215400075,406000,3,1,960,1,1953
5061300030,134000,2,1.5,980,2,1922
3362900696,415000,3,1,1500,2,1926
2558640340,375000,3,1.75,1440,1,1973
8078460810,620000,4,2.5,2580,2,1993
538000390,337500,5,2.5,2070,2,1999
3584900160,565000,3,2.5,1880,1,1967
8572900135,399500,3,1.75,2420,2,1911
8056000075,1.07E+06,2,1.75,1890,2,1987
